LST,Built,DEM,MNDWI,NDBI,NDVI,Roads
34.02039462,0,3974.002262,-0.494974657,0.228282936,0.602050095,0
31.46234845,0,3734.454622,-0.431038601,0.129088645,0.586090314,0
26.33257454,0,3148.520474,-0.441713937,-0.037419298,0.770969985,0
34.06363637,0,3769.720348,-0.468707665,0.13393611,0.626547473,0
28.60022383,0,3234.511353,-0.425665095,0.016672388,0.727425333,0
24.00285401,0,3185.737888,-0.436350413,-0.099659002,0.788973546,0
27.24518778,0,2891.165132,-0.47310515,-0.113622099,0.792368175,0
27.10087563,0,3808.191013,-0.435561412,0.092262297,0.657744053,0
30.52752378,0,3197.465805,-0.465068602,-0.008715687,0.740798097,0
31.86178207,0,2689.009268,-0.379143217,-0.069862698,0.82254167,0
29.4730836,0,2895.313089,-0.436023685,-0.126762552,0.813236767,0
26.18865121,0,3144.270788,-0.477745594,-0.126713779,0.794961805,0
30.63018424,0,3517.445053,-0.382944335,0.052270692,0.69091982,0
30.44853071,0,3003.22672,-0.435687608,-0.027517636,0.750184074,0
35.9921706,0,2547.217633,-0.409800665,0.043058008,0.783623266,0
35.36200165,0,2403.60211,-0.39270073,-0.039130881,0.827579758,9.68292E-07
29.37987799,0,2610.76729,-0.357561082,-0.137371695,0.85527744,0
29.57066047,0,2833.812562,-0.437758423,-0.111522122,0.766213082,0
47.45725408,0,1418.784709,-0.209529372,0.064130438,0.776454864,0.623522638
45.59521932,0,1641.43505,-0.284072308,-0.008327855,0.836116189,0.571226568
31.48940398,0,3652.075062,-0.464426366,0.02134586,0.68378133,0
31.86750535,0,3674.767475,-0.384120972,0.032616143,0.697079669,0
29.4832693,0,3334.352485,-0.378242112,0.016530066,0.71341279,0
36.22616825,0,2418.742518,-0.392459186,-0.030620111,0.81472011,0
37.16653771,0,2195.816603,-0.369159425,-0.050744149,0.839150266,0.071497064
34.20734892,0,2151.39569,-0.341286244,-0.010618315,0.845148639,0.172361614
24.85539934,0,2632.22339,-0.364400541,-0.147674734,0.831862211,0.00310221
46.72501545,0,1362.223211,-0.113681457,0.095054057,0.768189623,0.655406576
42.66706235,0,2018.568039,-0.337176939,-0.001838789,0.81954695,0.366037812
35.04171419,0,3530.28537,-0.493267024,0.062948217,0.657901963,0
31.40920584,0,3085.267328,-0.448704543,-0.024094259,0.725436558,0
33.21205947,0,3055.314457,-0.452420701,-0.009133619,0.71541088,0
32.85278759,0,2709.806319,-0.413405269,-0.043173109,0.762161541,0
33.07337141,0,2478.983785,-0.35377565,-0.105889126,0.823356885,0
31.9022856,0,2619.750237,-0.242989689,-0.1333251,0.84256604,0.02444005
26.56823753,0,2635.410054,-0.328758094,-0.132482484,0.845070958,0.042845272
31.36935172,0,2053.066453,-0.350675216,-0.002407947,0.847731362,0.000239525
26.98924265,0,2686.298449,-0.320575041,-0.132290165,0.843599329,0
46.02093751,0,1358.204961,-0.097893836,0.078393582,0.725399919,0.894093588
44.41900648,0,1996.269546,-0.397217395,0.031230468,0.831165646,0.233731906
38.36400304,0,2603.581386,-0.374187971,-0.019212948,0.697779179,0
