LST,Built,DEM,MNDWI,NDBI,NDVI,Roads
33.92608694,0,3882.642093,-0.494812752,0.172518431,0.625631172,0
30.02486038,0,3564.327026,-0.430044172,0.082291752,0.656919801,0
25.90740134,0,3146.064243,-0.442050688,-0.073989143,0.781192926,0
29.09621344,0,3620.751915,-0.458575554,0.07599811,0.670876844,0
31.07878656,0,2827.945041,-0.408948142,-0.053013245,0.798879351,0
27.63517199,0,3036.256563,-0.448869008,-0.123484015,0.803544124,0
31.0968511,0,3373.141486,-0.397186921,0.037980482,0.704913136,0
34.18203836,0,2619.763422,-0.412790345,0.00729697,0.787634454,0.000140926
35.62450749,0,2382.914505,-0.38295813,-0.020197352,0.82012657,0.008298619
27.73209209,0,2740.405682,-0.369432679,-0.146903228,0.831478784,4.41542E-05
46.5076327,0,1447.109663,-0.200876527,0.052982124,0.788669778,0.588078491
43.95699296,0,1946.054265,-0.343759589,-0.022714027,0.833570588,0.093223068
30.9529372,0,3425.58114,-0.469651513,0.001133331,0.713797948,0
34.62933814,0,3478.305144,-0.424211454,0.0579253,0.654929972,0
31.26955907,0,2953.678477,-0.398878974,-0.028515813,0.750652018,0
34.44808054,0,2366.972008,-0.334864056,-0.117720427,0.839012838,0.013055354
31.76691943,0,2307.762097,-0.315969523,-0.085631181,0.847134135,0.153524145
28.34914297,0,2321.196644,-0.373735055,-0.059040159,0.838069741,0.002390812
45.66896595,0,1474.619084,-0.140360621,0.080270847,0.759273234,0.640001261
47.5571272,0,2795.231359,-0.411820595,0.121171784,0.70319018,0.404003092
41.17536342,0,2915.002008,-0.443379189,0.031540012,0.732552133,0.162171965
37.46187909,0,2795.182744,-0.456267048,-0.018409659,0.814852614,0.047659308
30.53651127,0,3026.723821,-0.479525275,-0.053518297,0.741419822,0
34.41412252,0,2418.006862,-0.430987107,-0.088269941,0.812867448,0
36.95338025,0,2219.691039,-0.375887253,-0.034833302,0.815324078,0
32.14070555,0,2878.466824,-0.319983814,-0.090326136,0.814093298,0
32.15790888,0,2933.03513,-0.389411158,-0.02871021,0.753006144,0
31.54643578,0,2376.628943,-0.348970567,-0.104789826,0.836865915,0
45.54445176,0.001875,1446.883414,-0.196420021,0.047942071,0.800544665,0.675399298
44.07856979,0,1988.229349,-0.3829378,0.027138366,0.83056111,0.030732133
37.5226408,0,2412.729466,-0.406630605,-0.031883371,0.815608724,0
34.69047157,0,2507.493958,-0.401719256,-0.166178119,0.833300414,0
33.29130081,0,2699.745736,-0.404412902,-0.107342295,0.791770695,0.081920426
32.98906239,0,2881.051455,-0.357848959,-0.114263986,0.771155761,0.084894278
34.79589399,0,3075.393472,-0.375154767,-0.086050561,0.774405434,0.025608521
43.04144212,0.0275,2824.978885,-0.412238334,0.046714766,0.766548194,0.522503806
43.71506123,0,2945.229563,-0.430030801,0.041055712,0.728618136,0.208399421
38.96544045,0,2616.024474,-0.422571726,-0.010458508,0.78477769,0.052830557
37.52830617,0,2348.127107,-0.374622104,-0.052983736,0.833778558,0
33.78655695,0,2575.38825,-0.415933719,-0.066576233,0.812916164,0
38.67145442,0,2063.850518,-0.41549775,-0.058188053,0.831521744,0.021744288
37.3877871,0.039375,1976.688816,-0.350357092,-0.059077686,0.847220717,0.005856466
33.75585245,0,3047.344372,-0.334884456,0.006724765,0.752083801,0
37.61042838,0,2357.1433,-0.407291909,-0.016912448,0.802201703,0
36.5322161,0,2229.484494,-0.465305695,-0.067352285,0.805948535,0
42.1940701,0,1777.872518,-0.442077224,-0.027149369,0.831858677,0
41.00531265,0,1393.57839,-0.202172844,0.070583404,0.786915648,0.65123284
41.93764383,0,2092.889845,-0.364944277,-0.010208373,0.80097001,0.105382992
33.17326162,0,2340.674864,-0.38288545,-0.141019931,0.805272875,0
41.80710965,0.01,2088.149162,-0.425291432,0.008971391,0.78912097,0
38.48102157,0,2110.692696,-0.402938646,-0.088062423,0.851444329,0
46.45467689,0,1619.03991,-0.401191197,-0.045966314,0.833717299,0
37.02119591,0,2644.054351,-0.42960128,-0.05227816,0.731925099,0.191348241
37.5229292,0,2921.295784,-0.388151092,-0.046145768,0.722819571,0.280227891
32.80771079,0,3015.859473,-0.404377335,-0.122750573,0.805976597,0.123256487
46.61102354,0,2519.420742,-0.45282426,0.096275144,0.781065963,0.636266987
42.37136707,0.1825,2679.624036,-0.458810074,0.054058669,0.778572995,0.325081583
38.63474275,0,2651.184582,-0.44726758,-0.009893258,0.789951527,2.75614E-05
36.5322866,0,2209.397657,-0.368128887,-0.048154296,0.854284468,0
37.19485055,0,2352.903644,-0.390228551,-0.02479843,0.827950821,0
38.21637496,0.009375,1806.018328,-0.322503107,-0.097935458,0.846714362,0.341651673
40.00358071,0,1896.811948,-0.330936291,-0.032921163,0.825316881,0.583747446
32.31526384,0,2524.322335,-0.350818928,-0.141972314,0.836530399,0.275916308
31.10990549,0,2463.76488,-0.397043693,-0.133303593,0.834657708,0
34.09786381,0,2279.95926,-0.439942795,-0.129882736,0.842060884,0
36.18442616,0,2086.589573,-0.384931987,-0.091978214,0.846802799,0
42.75051308,0.000625,1740.561689,-0.380250279,-0.003877795,0.808473091,9.00666E-07
44.18067887,0,1708.602099,-0.363719439,-0.01152195,0.805929621,0.047921329
47.23291946,0,1425.305189,-0.232096085,0.106609568,0.746204207,0.930948916
42.29992832,0,1583.994646,-0.164908304,0.052931252,0.821574552,0.4610676
38.5971723,0.013125,1628.833542,-0.320557669,0.032560918,0.761219806,0.491340733
44.1514078,0.153125,1661.79357,-0.39436349,0.021684307,0.790149361,0.514128202
41.80166004,0,2083.201079,-0.415590911,0.017780925,0.812941279,0.025544755
35.64263581,0,2565.005937,-0.440561881,-0.11595138,0.808823262,0.000669061
34.65625932,0,2241.498494,-0.410996821,-0.040547053,0.804955067,0
34.55229384,0,2385.920854,-0.387911878,-0.065154648,0.704959207,0.003025793
48.19059953,0.03875,1819.499504,-0.300739564,0.029962317,0.663288783,0.31658675
48.50638612,0.456875,1595.654657,-0.386772817,-0.032818738,0.792945808,0.428382782
48.82891263,0.524375,1313.960754,-0.30880514,-0.019025137,0.734931177,0.562332784
48.23251358,0.079545455,1295.397219,-0.30723498,-0.00833843,0.740627145,0.601822752
38.61424317,0,2858.146473,-0.432448836,-0.005164716,0.72310361,0
37.54835713,0,2944.58915,-0.4516105,-0.059570603,0.7331201,5.79028E-05
38.1073209,0,2925.867172,-0.445436052,-0.061925879,0.757663055,0.204836728
43.4639863,0,2367.489861,-0.455509246,0.047813525,0.822070928,0.142959118
41.56362699,0,2095.420258,-0.409881094,-0.024183755,0.848746526,0.403962288
39.70651419,0,2289.418315,-0.387635007,-0.008418349,0.816567604,0.155588335
42.52318484,0.02875,1981.436394,-0.417163747,0.04924132,0.835398437,0.001861936
34.6572655,0,2301.145584,-0.322900117,-0.028408059,0.841932972,0
36.86294799,0,1953.084824,-0.353487586,-0.090233096,0.845077414,0.062949865
39.45971605,0.05875,1761.434964,-0.347687141,-0.054069451,0.828541126,0.473944724
31.22727816,0,2684.820813,-0.387404316,-0.135769412,0.829554361,0.114898357
30.44058027,0,2717.02792,-0.393131063,-0.129436258,0.795165758,0
32.50313317,0,2523.367721,-0.409850678,-0.143505199,0.829719714,0
30.80385171,0,2706.362154,-0.371541614,-0.2073599,0.829297355,0.003553064
33.55669511,0,2467.163851,-0.374320616,-0.09900608,0.824927542,0.283536823
42.43654017,0.054375,2076.257076,-0.415787997,-0.022797406,0.759153176,0.815935621
46.55037077,0,1499.28922,-0.238505997,0.08350095,0.74828148,0.670047304
32.35044594,0,2178.280211,-0.372837518,-0.172938621,0.861138602,0.107707155
41.30889905,0,1888.870253,-0.442523401,0.059816811,0.720010839,0.003952279
35.16943444,0,1809.815605,-0.370585244,-0.047126487,0.788705281,0.299458383
43.72430056,0.195,1927.572599,-0.393726741,0.011425521,0.780620267,0.509648205
37.19253271,0,2514.601975,-0.42837121,-0.075534679,0.755919751,0.005954281
37.31659829,0,2390.338078,-0.435895669,-0.05179147,0.746307691,0
40.02765639,0,2022.673345,-0.379029942,0.045249469,0.688292681,0.029824397
47.63012329,0.103125,1727.793455,-0.317534613,0.008090981,0.702599261,0.743692525
54.44311302,1.44625,1359.849096,-0.316987408,0.01823409,0.722281677,1.157946795
44.82649025,0.60875,1461.107058,-0.275970187,-0.052986617,0.777931894,0.5740074
43.36017268,0,1535.790763,-0.364505979,-0.068886321,0.82016533,0.190916973
39.30430936,0,2828.852045,-0.444850823,0.052649114,0.716107282,0
39.18688329,0,2825.845484,-0.483252301,0.03304905,0.740707072,0
39.30477507,0,2684.704105,-0.443851564,0.021062529,0.798436906,0.000152205
41.09878695,0,2433.278411,-0.429552732,0.029349258,0.813159355,0
43.37228082,0,1983.222822,-0.391437787,0.015306617,0.821793535,0.064460575
41.2271571,0,1717.683584,-0.350904362,0.005539285,0.834341299,0.511544612
40.77084716,0.038125,1829.401848,-0.333322004,0.018931107,0.83305504,0.284484943
37.3005165,0,2361.149942,-0.353060055,-0.024736753,0.833068358,2.43958E-06
37.30490652,0,2206.582971,-0.314191969,-0.083514058,0.833112843,8.8008E-05
41.31313099,0.039375,1747.549462,-0.35810691,-0.065390747,0.835216439,0.252097218
40.79223115,0,1986.685433,-0.362332895,-0.012281543,0.809869151,0.061638441
38.32953706,0,2043.601949,-0.438734271,-0.082833042,0.831709161,0.000413649
39.0888972,0.035625,2091.867339,-0.393464742,-0.073874952,0.837753514,0.024244318
31.59094694,0,2624.798141,-0.400037855,-0.195372815,0.819979083,0.332442298
42.70738407,0,1975.772552,-0.435284609,-0.027770668,0.791278024,0.8647133
46.63252929,0,1709.937697,-0.44153457,0.025839967,0.786999018,0.045718285
42.20591781,0,1533.34906,-0.127006823,0.04461166,0.750767983,0.456719884
27.85658065,0,2440.814174,-0.339972618,-0.247052327,0.8560223,0.026935189
34.1726629,0.00125,1963.799287,-0.423495266,-0.041912758,0.772065359,0
38.49668678,0,2259.911895,-0.393655559,-0.068618657,0.838553527,0.001965216
45.19524547,1.045,1880.990657,-0.382516223,-0.010840954,0.723044333,0.596925994
35.99169683,0.09,2254.079835,-0.396699605,-0.116078426,0.792421242,0.077068264
41.75533092,0.070625,2114.024378,-0.452821878,0.034316736,0.77493766,0
44.09484811,0.170625,1851.938819,-0.356479331,-0.039929916,0.729531015,0.007256571
49.63857107,0.1875,1585.694335,-0.333384141,-0.01630362,0.71254223,0.428500631
53.84197516,0.813125,1240.206524,-0.314347619,0.010605352,0.65379948,1.475370953
41.81999131,0.00375,1720.408834,-0.367056099,-0.083477093,0.839061386,0.098722245
35.56113526,0,2826.123078,-0.461426522,-0.066680093,0.75718256,0
34.65178599,0,2674.802486,-0.41372406,-0.029829849,0.813284419,0
38.72009284,0.00125,2400.96424,-0.414544155,0.046195048,0.833386835,0.003154394
41.50747747,0.068125,2016.992153,-0.390298953,0.024576232,0.829366502,0.202368872
41.11820558,0,1859.462464,-0.334435366,-0.013384008,0.833629218,0.308464263
36.88914284,0,1966.155917,-0.247373364,-0.055068024,0.852891795,0.285544664
41.81512704,0,1588.37634,-0.29501359,-0.013868548,0.838605127,0.340402389
41.02013404,0,1949.441538,-0.325601894,-0.001059357,0.824191034,0.013149695
40.67690075,0,2106.770957,-0.369244027,-0.016050916,0.817373788,0
43.16088697,0.08875,1643.474463,-0.333750244,-0.038166634,0.820997942,0.133843151
41.92595848,0,1727.35103,-0.33418507,-0.034980551,0.830878044,0.138171203
41.20708051,0,1944.706194,-0.437098952,-0.064864353,0.807111434,0.108386777
40.36804205,0,1864.274279,-0.415272173,-0.060246349,0.827837455,0.817777186
39.13155836,0,2163.87789,-0.434583555,-0.063004933,0.825424669,0.838067406
40.33561786,0.003125,2260.184977,-0.404386412,-0.041639653,0.809501342,1.128880465
44.34019572,0,1604.790521,-0.186690961,0.12389972,0.750634612,0.284270873
38.60744131,0,1895.642062,-0.295187539,-0.095050391,0.844851887,0.518937627
23.08985055,0,2823.268666,-0.371285504,-0.28362153,0.862250626,0
33.08981067,0,2177.001768,-0.416655081,-0.146489045,0.811487441,0.000451055
37.74889664,0,2379.491729,-0.425338579,-0.083929273,0.808422303,0.000324042
41.26519539,0,2137.287409,-0.404165002,-0.072387051,0.790710987,0.092553066
38.5459255,0.063125,1973.037015,-0.405450452,-0.078314482,0.762775324,0.411384164
39.03843868,0,2191.1752,-0.419339933,-0.003965233,0.773641739,0.031312905
41.72622007,0,2131.620502,-0.40580677,-0.058297132,0.768898716,0.036831849
52.94402499,0.01125,1559.623491,-0.359085375,0.012324177,0.73756438,0.204365547
52.87024062,0.94,1284.43945,-0.251031758,0.027522299,0.719439245,1.633227704
41.54923713,0.01375,1798.091802,-0.336967128,-0.067145916,0.839308326,0.097355441
36.14540519,0,2785.818054,-0.397045856,-0.045350636,0.813262224,0.000492498
43.11650611,0,2324.235553,-0.372156878,0.057527504,0.825272494,0.059265446
41.30859143,0,1800.745429,-0.340525894,-0.005688519,0.853620471,0.005860467
43.1984681,0.04625,1638.452116,-0.359507309,0.023011124,0.809746705,0.031085458
41.76988527,0.000625,1539.231399,-0.347607074,-0.031323355,0.816107022,0.352588805
43.51574153,0.14125,1450.942152,-0.291832308,-0.01413107,0.804367861,0.271823984
38.70250713,0,1768.795429,-0.284045792,-0.075110882,0.845556826,0.002423124
47.03282216,0.049375,1605.830161,-0.375124117,0.020241115,0.796169611,0.137180829
44.46549393,0.015625,1654.265508,-0.348060955,-0.008706049,0.803807139,0.283652309
45.71959751,0,1561.088375,-0.343302785,0.004955313,0.742868793,0.512383642
44.06706175,0,1525.667036,-0.265788323,0.009675234,0.773141838,0.469849564
44.25603553,0,1684.097858,-0.413637182,-0.036779466,0.831220622,0.084272894
44.3691314,0,1699.506339,-0.277702345,0.090914435,0.790144372,0.263182071
45.1957069,0,1505.241816,-0.231449356,0.052439942,0.785890931,0.727362273
35.93484875,0,1904.12183,-0.434963621,-0.110845069,0.875524134,0.109862901
22.34451283,0,2933.794012,-0.465978642,-0.279670784,0.864171605,4.7803E-06
33.829765,0,2321.574406,-0.468577987,-0.176148593,0.825571684,0.208674012
41.58826024,0,2072.207937,-0.476019972,-0.055387679,0.782566573,0.049253387
40.78670677,0,2266.532612,-0.44762115,-0.083216987,0.814976777,9.8511E-06
